TIMESTAMP;TA;EA;VPD;PA;WS;WD;USTAR;SW_IN;SW_OUT;LW_IN;LW_OUT;NETRAD;G;H;LE;PPFD_IN;PPFD_OUT;CO2;FC;LE_C_ECC;LE_C_REA;LE_C_FVS
201912041330;12.92;13.4;1.4883075934769714;100.03;0.6;156.6;-9999;129.59;17.47;370.98;390.73;92.38;8.62;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912041430;13.16;13.3;1.8237548349907868;100.04;0.7;171.2;-9999;133.16;18.74;334.11;390.22;58.29;6.85;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912041530;13.63;13.100000000000001;2.4943559588420445;100.1;0.7;153.8;-9999;131.3;20.1;342.14;392.8;60.54;6.8;-9999;-9999;-9999;-9999;800.24;-9999;-9999;-9999;-9999
201912041630;12.92;13.0;1.8883075934769717;100.16;0.8;164.5;-9999;22.15;3.97;347.93;382.27;-16.16;8.14;-9999;-9999;-9999;-9999;776.54;-9999;-9999;-9999;-9999
201912041730;12.03;12.8;1.2431296495005562;100.21;0.4;149.5;-9999;0.0;0.0;356.37;376.38;-20.01;2.51;-9999;-9999;-9999;-9999;793.15;-9999;-9999;-9999;-9999
201912041830;11.66;12.8;0.90439823445268;100.25;0.1;189.6;-9999;0.0;0.0;348.64;373.68;-25.03;1.06;-9999;-9999;-9999;-9999;824.78;-9999;-9999;-9999;-9999
201912041930;11.3;12.8;0.5817548315648047;100.32;0.3;350.1;-9999;0.0;0.0;354.3;372.89;-18.59;-6.6;-9999;-9999;-9999;-9999;842.74;-9999;-9999;-9999;-9999
201912042030;11.22;12.8;0.5109724829853288;100.36;0.4;294.4;-9999;0.0;0.0;360.31;373.34;-13.02;-5.73;-9999;-9999;-9999;-9999;846.22;-9999;-9999;-9999;-9999
201912042130;11.17;12.8;0.46690131846748173;100.41;0.3;270.7;-9999;0.0;0.0;360.45;373.23;-12.78;-4.01;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912042230;10.78;12.5;0.4275379657530909;100.45;-9999;-9999;-9999;0.0;0.0;347.18;367.42;-20.24;-7.84;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912042330;10.79;12.6;0.3361430346902612;100.53;-9999;-9999;-9999;0.0;0.0;368.45;372.25;-3.81;-8.97;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912050030;10.97;12.7;0.3919003636058136;100.54;0.2;254.3;-9999;0.0;0.0;369.06;373.39;-4.33;-6.27;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912050130;10.94;12.8;0.26582654409556206;100.54;0.2;337.6;0.1211;0.0;0.0;366.83;372.41;-5.57;-5.66;-2.5;-1.05;-9999;-9999;904.26;0.0844;-9999;-9999;-9999
201912050230;10.88;12.7;0.313816229288884;100.58;0.3;116.5;0.1076;0.0;0.0;368.29;372.41;-4.13;-8.38;-2.49;-3.21;-9999;-9999;904.58;0.1543;-2.3475206566191886;-3.280707223140052;-9999
201912050330;10.94;12.8;0.26582654409556206;100.6;0.3;166.3;0.0605;0.0;0.0;369.46;373.09;-3.63;-6.33;1.04;1.89;-9999;-9999;930.32;0.0845;-9999;-9999;-9999
201912050430;10.92;12.7;0.3484694451909238;100.59;0.2;249.5;0.0809;0.0;0.0;368.9;372.75;-3.86;-3.77;-1.19;14.42;-9999;-9999;971.06;0.0105;-9999;-9999;-9999
201912050530;10.99;12.8;0.3093083872097697;100.65;0.6;59.9;0.1998;0.0;0.0;369.5;373.15;-3.65;-8.12;-3.37;-12.12;-9999;-9999;967.6;0.0256;-9999;-9999;-9999
201912050630;11.03;12.8;0.34418567199645445;100.7;0.0;219.2;0.0881;0.0;0.0;370.09;373.3;-3.22;-6.11;-1.12;-8.17;-9999;-9999;937.66;0.0808;-9999;-9999;-9999
201912050730;11.12;12.8;0.4229588460290721;100.77;0.2;145.8;0.1286;12.36;0.0;370.89;374.75;8.5;-5.05;-2.08;2.47;-9999;-9999;923.76;0.1322;-9999;-9999;-9999
201912050830;11.61;13.0;0.6591805884672262;100.83;1.2;143.4;0.0962;39.91;5.3;374.27;379.25;29.63;-3.77;1.53;5.12;-9999;-9999;876.18;0.1751;0.9754811152035157;0.2250337842578553;4.370894299358493
201912050930;11.92;13.100000000000001;0.8416634005385077;100.85;1.9;148.7;0.1437;58.95;7.78;376.82;381.37;46.62;-4.11;4.92;13.13;-9999;-9999;839.38;0.1551;1.9599189334828393;2.5074906895945945;9.43061434998954
201912051030;12.73;13.3;1.404207704838985;100.88;1.6;177.1;0.1046;111.82;15.54;372.55;388.83;80.0;1.15;17.83;26.18;-9999;-9999;830.96;0.1498;4.356059027795015;6.273316217946832;12.720012367068673
201912051130;13.71;13.4;2.2757294585274916;100.86;2.1;173.3;0.1693;87.05;12.39;371.67;389.72;56.61;5.1;14.14;26.68;-9999;-9999;806.49;0.1776;5.479827646317966;2.4722593666315826;14.775876811495712
201912051230;13.67;13.5;2.1349960978254394;100.8;2.5;167.9;0.1893;109.5;15.79;371.97;389.97;75.71;6.75;6.91;33.07;-9999;-9999;803.95;0.2203;2.7928476958876254;3.0205572073944866;22.306004105320998
201912051330;14.0;13.100000000000001;2.8738511309245887;100.75;2.8;163.8;0.1943;117.49;17.73;372.78;391.02;81.52;3.56;5.82;63.32;-9999;-9999;773.02;0.1858;22.118810153646024;10.731268700515784;-9999
201912051430;14.4;13.0;3.3932394126837693;100.72;2.3;171.4;0.1524;90.66;14.09;371.33;391.64;56.26;5.32;9.21;48.19;-9999;-9999;768.85;0.209;0.6909231896320394;0.0;43.80086822077157
201912051530;14.38;12.8;3.572042122033306;100.69;2.7;187.8;0.2417;45.58;6.92;373.23;388.06;23.83;5.45;1.93;24.19;-9999;-9999;766.3;0.1617;1.8598040009973362;-9999;-9999
201912051630;13.72;12.9;2.785927386008339;100.66;2.4;179.3;0.2133;10.93;0.0;368.83;383.31;-3.56;2.45;-11.28;24.94;-9999;-9999;768.18;0.1964;7.829487080031857;3.924314306084355;-9999
201912051730;13.01;13.3;1.676219199800972;100.68;2.1;205.9;-9999;0.0;0.0;375.7;380.8;-5.1;1.91;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912051830;12.67;13.5;1.1464890262061225;100.71;1.7;177.6;-9999;0.0;0.0;376.35;379.62;-3.27;-3.64;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912051930;12.47;13.5;0.9555322390392185;100.69;1.5;171.1;-9999;0.0;0.0;376.3;379.26;-2.96;-3.94;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912052030;12.57;13.4;1.1507346679874182;100.66;1.9;185.9;-9999;0.0;0.0;376.65;379.26;-2.61;-3.31;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912052130;12.53;13.3;1.2125876177325008;100.67;1.5;172.9;-9999;0.0;0.0;375.64;378.95;-3.32;-1.59;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912052230;12.51;13.200000000000001;1.2935471537414855;100.67;1.2;170.6;-9999;0.0;0.0;374.13;378.76;-4.63;-4.73;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912052330;12.51;13.0;1.4935471537414866;100.67;1.9;192.5;-9999;0.0;0.0;370.6;378.5;-7.9;-5.53;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912060030;12.47;13.0;1.4555322390392185;100.69;1.4;185.1;-9999;0.0;0.0;368.88;377.54;-8.66;-4.33;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912060130;12.49;13.0;1.4745287014374;100.68;1.6;199.1;-9999;0.0;0.0;372.61;377.86;-5.25;-2.71;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912060230;12.26;13.100000000000001;1.1573915600466904;100.68;2.1;186.9;-9999;0.0;0.0;373.86;377.21;-3.35;-6.16;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912060330;12.36;12.9;1.4514437937461437;100.66;2.4;174.9;-9999;0.0;0.0;367.37;375.2;-7.83;-6.1;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912060430;12.1;13.0;1.1080373836967414;100.63;1.7;182.1;-9999;0.0;0.0;372.49;376.19;-3.7;-6.19;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912060530;12.52;12.9;1.603064632914128;100.62;2.0;185.5;-9999;0.0;0.0;368.8;376.94;-8.14;-4.35;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912060630;12.25;13.0;1.2480162746518708;100.62;1.7;194.1;-9999;0.0;0.0;364.15;376.59;-12.44;-7.32;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912060730;12.24;13.100000000000001;1.1386464217322256;100.63;1.8;192.3;-9999;21.16;3.57;369.36;377.82;9.12;-5.61;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912060830;13.09;13.200000000000001;1.854746340570001;100.62;2.3;189.5;-9999;94.0;13.61;372.56;384.96;67.99;-2.66;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912060930;13.95;13.3;2.6220975342765236;100.65;2.3;197.5;-9999;125.7;17.33;373.16;391.15;90.38;1.88;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912061030;14.74;12.8;3.957307674418466;100.63;2.9;169.0;-9999;110.84;15.33;369.54;392.65;72.41;2.52;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912061130;14.82;12.4;4.4439977032479465;100.54;3.7;167.9;-9999;119.96;16.66;373.13;391.12;85.31;4.91;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912061230;15.56;11.799999999999999;5.864777148628805;100.39;4.0;163.0;-9999;108.69;15.19;373.09;393.11;73.47;4.56;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912061330;13.94;12.8;3.111764546596035;100.34;-9999;-9999;-9999;31.79;4.83;377.59;383.86;20.7;3.22;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912061430;12.41;13.600000000000001;0.7986745737334449;-9999;-9999;-9999;-9999;15.01;0.0;376.53;379.97;11.57;2.22;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912061530;12.28;13.700000000000001;0.5761584390461572;-9999;-9999;-9999;-9999;5.25;0.0;377.1;379.31;3.04;-5.41;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912061630;12.28;13.700000000000001;0.5761584390461572;-9999;-9999;-9999;-9999;0.0;0.0;377.58;379.06;-1.48;-5.08;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912061730;12.25;13.600000000000001;0.6480162746518694;-9999;-9999;-9999;-9999;0.0;0.0;377.28;378.71;-1.43;-5.66;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912061830;12.34;13.700000000000001;0.6325897360369162;-9999;-9999;-9999;-9999;0.0;0.0;377.82;379.04;-1.22;-4.3;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912061930;12.23;13.799999999999999;0.4292819985930496;-9999;-9999;-9999;-9999;0.0;0.0;378.29;378.84;-0.55;-7.88;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912062030;12.25;13.899999999999999;0.34801627465187224;-9999;-9999;-9999;-9999;0.0;0.0;378.71;379.09;-0.38;-5.44;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912062130;12.61;14.2;0.38897002680226045;-9999;-9999;-9999;-9999;0.0;0.0;380.25;380.76;-0.51;-4.24;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912062230;12.83;14.299999999999999;0.500850845038995;100.3;-9999;-9999;-9999;0.0;0.0;380.71;381.62;-0.91;-2.53;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912062330;12.97;14.5;0.4370910901849552;100.31;-9999;-9999;-9999;0.0;0.0;380.34;382.11;-1.77;-4.09;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912070030;13.46;14.5;0.922671137293813;100.29;-9999;-9999;-9999;0.0;0.0;380.1;383.04;-2.93;-2.3;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912070130;13.44;14.6;0.802582759258387;100.28;-9999;-9999;-9999;0.0;0.0;382.0;383.53;-1.53;-1.8;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912070230;13.36;14.5;0.8224594621718051;100.32;-9999;-9999;-9999;0.0;0.0;381.24;383.01;-1.77;-1.97;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912070330;13.28;14.6;0.6427034258387252;100.29;-9999;-9999;-9999;0.0;0.0;381.43;383.08;-1.65;-3.13;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912070430;13.33;14.5;0.7925079876590875;100.23;-9999;-9999;-9999;0.0;0.0;381.33;383.1;-1.77;-1.37;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912070530;13.32;14.5;0.7825356265626464;100.21;-9999;-9999;-9999;0.0;0.0;381.39;383.0;-1.61;-1.31;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912070630;13.37;14.5;0.8324547601393775;-9999;-9999;-9999;-9999;0.0;0.0;381.77;383.27;-1.49;-2.11;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912070730;13.44;14.6;0.802582759258387;-9999;-9999;-9999;-9999;4.99;0.0;382.17;383.78;3.38;-1.31;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912070830;13.78;14.7;1.0472377044133019;-9999;-9999;-9999;-9999;55.11;6.02;383.23;386.73;45.59;-2.38;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912070930;13.95;14.9;1.022097534276524;-9999;-9999;-9999;-9999;48.15;5.15;385.1;387.97;40.13;1.86;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912071030;14.1;15.0;1.0778027718155556;-9999;-9999;-9999;-9999;78.1;8.24;386.49;389.92;66.43;4.26;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912071130;14.44;15.2;1.2357064700528184;-9999;-9999;-9999;-9999;95.92;10.83;387.33;393.81;78.61;7.59;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912071230;14.42;15.0;1.4144608541874106;-9999;-9999;-9999;-9999;146.19;16.74;388.94;395.93;122.46;6.76;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912071330;14.31;14.7;1.5980414537539254;100.04;-9999;-9999;-9999;111.95;13.34;383.61;393.53;88.69;10.75;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912071430;15.41;13.200000000000001;4.295617031589851;100.08;-9999;-9999;-9999;316.88;46.68;318.94;404.35;184.8;10.49;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912071530;14.99;13.200000000000001;3.829525372229062;100.13;-9999;-9999;-9999;72.91;9.66;373.09;395.54;40.8;13.38;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912071630;13.72;13.899999999999999;1.785927386008341;100.14;-9999;-9999;-9999;10.05;0.0;379.31;386.79;2.57;9.78;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912071730;12.94;14.2;0.7078041261999122;100.13;-9999;-9999;-9999;0.0;0.0;380.89;383.02;-2.14;5.64;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912071830;12.94;14.399999999999999;0.5078041261999129;100.15;-9999;-9999;-9999;0.0;0.0;381.86;383.05;-1.19;-2.82;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912071930;12.93;14.399999999999999;0.4980530506926062;100.18;-9999;-9999;-9999;0.0;0.0;381.64;382.4;-0.75;-2.24;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912072030;12.69;14.2;0.46570636992233716;-9999;-9999;-9999;-9999;0.0;0.0;380.45;381.02;-0.57;-2.87;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912072130;12.47;14.1;0.3555322390392188;-9999;-9999;-9999;-9999;0.0;0.0;379.13;378.94;0.19;-2.53;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912072230;12.14;13.799999999999999;0.34524608637389775;-9999;-9999;-9999;-9999;0.0;0.0;377.3;377.13;0.17;-7.37;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912072330;11.36;13.0;0.43505913525859974;-9999;-9999;-9999;-9999;0.0;0.0;371.62;368.39;3.23;-8.03;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912080030;11.09;12.7;0.49665500074818425;-9999;-9999;-9999;-9999;0.0;0.0;370.5;368.31;2.18;-9.04;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912080130;11.6;13.200000000000001;0.4501528563758903;-9999;-9999;-9999;-9999;0.0;0.0;374.57;374.78;-0.21;-12.68;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912080230;11.7;13.3;0.440667291650783;-9999;-9999;-9999;-9999;0.0;0.0;375.53;376.28;-0.75;-10.07;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912080330;11.62;13.3;0.3682135827572157;-9999;-9999;-9999;-9999;0.0;0.0;375.19;376.23;-1.03;-7.0;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912080430;11.51;13.200000000000001;0.3691396336263555;-9999;-9999;-9999;-9999;0.0;0.0;374.15;374.0;0.15;-5.41;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912080530;11.11;12.8;0.414185766235601;-9999;-9999;-9999;-9999;0.0;0.0;371.66;370.81;0.85;-9.8;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912080630;10.98;12.7;0.40060182597588323;100.5;-9999;-9999;-9999;0.0;0.0;371.11;371.61;-0.5;-9.11;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912080730;11.02;12.7;0.4354586896981889;100.54;-9999;-9999;-9999;5.92;0.0;371.92;373.87;3.97;-7.06;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912080830;11.44;13.0;0.5064226627335504;100.6;-9999;-9999;-9999;86.34;15.13;376.96;380.4;67.77;-9.21;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912080930;12.38;13.3;1.070319700212588;100.69;-9999;-9999;-9999;168.19;23.09;361.81;393.62;113.3;-1.88;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912081030;13.34;13.100000000000001;2.2024860787488656;100.72;-9999;-9999;-9999;194.35;26.72;336.65;400.04;104.24;7.22;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912081130;14.11;13.200000000000001;2.8882306136718174;100.74;-9999;-9999;-9999;371.64;58.56;315.42;413.8;214.7;15.79;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912081230;14.89;13.0;3.920174937498892;100.71;-9999;-9999;-9999;330.66;51.68;345.11;415.2;208.9;22.55;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912081330;15.69;12.6;5.212544532074299;100.69;1.1;281.6;-9999;266.8;40.77;348.53;415.43;159.12;26.22;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912081430;16.65;12.5;6.437824544861854;100.69;0.4;111.6;-9999;286.84;51.32;321.29;416.67;140.14;23.74;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912081530;15.1;13.5;3.6505285753922507;100.72;1.2;133.5;-9999;75.55;11.31;358.8;397.82;25.23;18.52;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912081630;13.99;13.600000000000001;2.363488580869719;100.73;0.3;218.4;-9999;28.85;4.3;309.64;381.82;-47.64;12.28;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912081730;12.41;13.100000000000001;1.2986745737334449;100.78;0.7;304.9;-9999;0.0;0.0;314.77;371.44;-56.67;-1.14;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912081830;11.37;12.5;0.9439613597981644;100.82;0.8;333.4;-9999;0.0;0.0;314.51;367.88;-53.37;-6.25;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912081930;10.99;11.899999999999999;1.2093083872097719;100.87;1.2;314.3;-9999;0.0;0.0;307.67;362.49;-54.81;-9.35;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912082030;10.63;11.6;1.1990662587694239;100.9;1.4;299.8;-9999;0.0;0.0;317.61;360.37;-42.76;-16.64;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912082130;9.93;11.299999999999999;0.9142996083930459;100.95;1.2;311.5;-9999;0.0;0.0;318.17;357.89;-39.73;-17.43;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912082230;9.55;11.100000000000001;0.80683232429163;101.0;1.5;301.4;-9999;0.0;0.0;326.89;357.04;-30.15;-17.79;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912082330;9.17;11.0;0.6062147661792174;-9999;1.6;297.3;-9999;0.0;0.0;335.29;355.77;-20.48;-21.8;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912090030;9.0;11.0;0.473910822843834;-9999;1.5;294.3;-9999;0.0;0.0;339.05;355.97;-16.92;-18.83;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912090130;8.88;10.8;0.5813230280375965;-9999;1.5;306.5;-9999;0.0;0.0;342.28;356.69;-14.41;-23.19;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912090230;8.72;10.8;0.4588987676784253;-9999;2.0;306.6;-9999;0.0;0.0;346.34;357.22;-10.88;-19.09;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912090330;8.81;10.8;0.527618581677876;-9999;1.9;308.0;-9999;0.0;0.0;353.05;359.69;-6.64;-22.21;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912090430;8.69;10.700000000000001;0.5360740867319951;101.07;1.8;294.8;-9999;0.0;0.0;354.96;360.39;-5.43;-15.68;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201912090530;8.85;10.700000000000001;0.6582793792566068;101.09;1.7;299.2;0.3474;0.0;0.0;356.56;361.26;-4.7;-17.84;-7.21;1.99;-9999;-9999;797.26;0.1699;0.29949378827684964;0.1221093845374994;-9999
201912090630;8.64;10.600000000000001;0.5981237141473486;101.11;1.5;292.1;0.2646;0.0;0.0;356.95;361.4;-4.45;-14.51;-6.45;4.46;-9999;-9999;802.36;0.1453;0.7213977628095416;-9999;-9999
201912090730;8.72;10.600000000000001;0.6588987676784246;101.16;1.4;300.0;0.3223;11.15;0.0;356.26;362.46;4.96;-14.15;-5.41;4.92;-9999;-9999;805.84;0.165;0.1573360734999419;0.26514950572752105;3.3663483340168434
201912090830;9.02;10.700000000000001;0.7894065840386322;101.2;1.5;301.9;0.3383;65.71;8.7;353.7;368.65;42.05;-12.83;4.03;10.98;-9999;-9999;805.79;0.1279;0.3775442568763336;1.405566404315715;6.6256265354406585
201912090930;9.96;11.200000000000001;1.0388689951148695;101.25;1.4;320.3;0.3549;144.96;19.8;349.66;378.51;96.31;-5.97;21.45;27.79;-9999;-9999;797.55;0.138;3.865172533034199;5.055322072380013;17.735598035311437
201912091030;11.11;11.6;1.614185766235602;101.29;1.0;327.8;0.3154;239.14;35.86;322.17;390.06;135.38;-3.04;47.97;50.05;-9999;-9999;788.91;0.1023;6.514616240988612;12.057369712872768;41.00482349412317
201912091130;12.29;11.7;2.5855500380457297;101.26;0.6;195.4;0.2098;342.7;56.82;309.41;403.08;192.21;7.75;71.55;50.94;-9999;-9999;786.14;0.049;21.303651808991734;28.22259874723208;32.696490724768125
201912091230;11.56;11.799999999999999;1.8140944975016051;101.2;2.2;150.2;0.2784;171.24;25.13;363.22;390.98;118.35;16.15;110.19;80.15;-9999;-9999;790.73;0.0454;7.910558214395987;18.974596261349934;62.30326166978357
201912091330;10.21;11.399999999999999;1.0453153249915097;101.17;2.1;143.9;0.1928;99.72;14.65;362.92;380.65;67.34;13.99;32.6;26.22;-9999;-9999;800.09;0.1719;1.4087123024524553;3.140714357359637;6.905867917217969
201912091430;9.99;11.399999999999999;0.8634819707857027;101.17;2.0;138.4;0.2214;57.24;8.33;362.9;376.51;35.3;3.44;31.06;20.36;-9999;-9999;798.46;0.1148;0.8908333991062827;2.1920257703115964;8.915826052285107
201912091530;9.77;11.5;0.5839963182055943;101.2;1.7;153.7;0.1618;27.15;4.05;362.71;372.73;13.08;1.08;10.78;11.61;-9999;-9999;793.79;0.1016;2.130849087355049;1.1300576200961996;-9999
201912091630;9.93;11.5;0.7142996083930448;101.23;1.0;171.0;0.0721;7.03;0.0;363.17;371.61;-1.41;-2.55;7.28;5.25;-9999;-9999;792.78;0.1406;0.5026603519013291;0.607418523219189;-9999
201912091730;10.08;11.5;0.8375830948743754;101.25;0.6;168.0;0.0735;0.0;0.0;363.21;371.07;-7.86;-7.17;1.85;3.3;-9999;-9999;798.64;0.1445;0.22716027635120106;0.08294055948444083;-9999
201912091830;10.13;11.5;0.8789208168944374;101.27;0.6;264.3;0.1038;0.0;0.0;362.14;370.69;-8.55;-5.87;-2.01;1.01;-9999;-9999;796.91;0.1706;0.0772113730401829;-9999;-9999
201912091930;10.18;11.7;0.720380665959258;101.31;0.2;337.5;0.0979;0.0;0.0;362.41;370.86;-8.45;-4.64;1.31;2.17;-9999;-9999;803.13;0.0379;0.08828185882853225;0.0;1.8504603253986258
201912092030;10.2;11.799999999999999;0.6369988704030991;101.32;0.3;95.0;0.0663;0.0;0.0;363.1;370.9;-7.8;-9.36;-2.03;1.51;-9999;-9999;812.03;0.0941;0.07909549800606112;-9999;-9999
201912092130;10.15;11.799999999999999;0.5954900839725816;101.27;0.3;148.4;0.0964;0.0;0.0;363.34;370.79;-7.45;-7.03;-3.45;1.43;-9999;-9999;814.14;0.138;0.04864846804747814;-9999;-9999
201912092230;10.13;11.799999999999999;0.5789208168944384;101.29;0.8;141.4;0.1095;0.0;0.0;362.47;370.38;-7.91;-4.95;-2.21;1.04;-9999;-9999;820.76;0.1247;0.04590650469994034;-9999;-9999
201912092330;10.02;11.399999999999999;0.8881386017024475;101.3;0.9;159.4;0.0985;0.0;0.0;362.16;369.49;-7.34;-9.65;1.32;1.26;-9999;-9999;811.66;0.1232;0.06737810568238595;0.10504015779108752;-9999
201912100030;9.95;11.100000000000001;1.1306743595959272;101.29;0.6;161.8;0.0682;0.0;0.0;361.56;369.01;-7.46;-8.25;-1.51;6.29;-9999;-9999;807.87;0.1958;0.09186166316211275;0.037012009639011696;4.341107361877339
201912100130;10.04;11.200000000000001;1.104600641338008;101.39;0.3;102.2;0.1112;0.0;0.0;361.98;369.4;-7.42;-5.6;-2.27;4.27;-9999;-9999;815.09;0.1515;0.06435180167281623;0.0;-9999
201912100230;9.98;11.200000000000001;1.0552727982548422;101.43;0.3;277.2;0.1027;0.0;0.0;361.05;369.2;-8.15;-10.21;-1.84;-1.09;-9999;-9999;825.97;0.0254;-0.0;-0.0;-9999
